Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.046206 +- 0.000448,10.130104 +- 0.042209,0.000000 +- 0.000000,10.141379 +- 36.488691
MPDM,0.054157 +- 0.000026,10.543777 +- 0.001307,0.871504 +- 0.181321,1.109554 +- 0.401147
