metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.019137556409827845,0.21174897635163367,0.7548273844353423
average_velocity_mps,13.869646237524297,12.524564144975106,12.285576665950886
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1659.8996174942927,1498.9781732170632,1469.9587181348772
frames,11966,11967,11963
