metric,eudm,mpdm
unsafe_ratio,0.024969039729557854,0.011118553248492967
average_velocity_mps,12.848392112186675,14.44660844152336
ud_per_km,0.0,1.8543871226543545
lcc_per_km,0.0,1.62258873232256
distance_m,3839.42669879406,4314.0938061244005
frames,29877,29860
