Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM_AI,0.012050 +- 0.005749,13.544665 +- 0.386360,0.000000 +- 0.000000,0.000000 +- 0.000000
EUDM_BASE,0.028695 +- 0.011680,13.006559 +- 0.203752,0.000000 +- 0.000000,1.407547 +- 1.173034
MPDM,0.005999 +- 0.000062,16.623844 +- 0.144934,0.201790 +- 0.403579,0.000000 +- 0.000000
