metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.018134715025906734,0.014205732430851508,0.00593298236817916
average_velocity_mps,13.249859050022406,12.924220064468319,16.824792527479225
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1585.100317251287,1546.0660964913639,2013.7175556967318
frames,11966,11967,11967
