metric,eudm,mpdm
unsafe_ratio,0.11409227683049147,0.05523523021642851
average_velocity_mps,12.805007067410129,15.574028864447966
ud_per_km,0.0,1.6094033812652226
lcc_per_km,0.0,1.6094033812652226
distance_m,1532.0820288525244,1864.0447975457641
frames,11964,11967
