metric,eudm,mpdm
unsafe_ratio,0.03360922999749185,0.024231283422459893
average_velocity_mps,13.606349024035959,16.462289477373655
ud_per_km,0.0,1.015435409260532
lcc_per_km,0.0,0.0
distance_m,1626.7979854036457,1969.5984419692977
frames,11961,11968
