metric,eudm,mpdm
unsafe_ratio,0.03393513874958208,0.023729946524064172
average_velocity_mps,13.646038783489,16.447872462074816
ud_per_km,0.0,1.0163036518811186
lcc_per_km,0.0,0.0
distance_m,1632.5198530949522,1967.9157860921953
frames,11964,11968
