metric,eudm,mpdm
unsafe_ratio,0.027907754010695188,0.06250522269574664
average_velocity_mps,10.127681587298097,10.598083484504992
ud_per_km,0.0,0.788589231252465
lcc_per_km,20.623356508696553,0.788589231252465
distance_m,1212.2178070023608,1268.0873138627126
frames,11968,11967
