Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.070046 +- 0.000023,12.163014 +- 0.026888,0.136201 +- 0.074203,0.138676 +- 0.076924
MPDM,0.027005 +- 0.000001,15.595380 +- 0.003812,0.973554 +- 0.165325,0.430880 +- 0.161659
