metric,eudm,mpdm
unsafe_ratio,0.0674432345741538,0.02770993009348943
average_velocity_mps,12.178442050996258,15.550371934686382
ud_per_km,0.0,1.625643883777632
lcc_per_km,0.0,0.0
distance_m,1442.9719972845412,1845.4226229601236
frames,11847,11873
