Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.046309 +- 0.000191,5.918145 +- 6.850820,1.755565 +- 0.603112,0.000000 +- 0.000000
MPDM,0.054145 +- 0.000033,10.565013 +- 0.002188,0.790693 +- 0.125098,1.185828 +- 0.154920
