Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.046309 +- 0.013824,5.918145 +- 2.617407,1.755565 +- 0.776603,0.000000 +- 0.000000
MPDM,0.054145 +- 0.005710,10.565013 +- 0.046776,0.790693 +- 0.353692,1.185828 +- 0.393598
