Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.089556 +- 0.000641,13.126155 +- 0.277186,0.000000 +- 0.000000,0.448701 +- 0.499320
MPDM,0.043543 +- 0.000035,15.597559 +- 0.007231,1.499471 +- 0.100709,1.446561 +- 0.117461
