metric,eudm,mpdm
unsafe_ratio,0.057441471571906356,0.014284520925570128
average_velocity_mps,1.713841240147217,0.647363081700619
ud_per_km,4.900624193100714,12.781458759534875
lcc_per_km,205.82621611022998,115.03312883581387
distance_m,204.0556387506388,78.23833091461546
frames,11960,11971
