metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.3193166885676741
average_velocity_mps,11.82255221901393,11.910643290321762,14.730987682932911
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,89.86727255992221,91.12514076351856,112.6749562321726
frames,764,767,761
