metric,eudm,mpdm
unsafe_ratio,0.0,0.13752665245202558
average_velocity_mps,9.133486698615418,11.393358773652595
ud_per_km,0.0,0.0
lcc_per_km,0.0,0.0
distance_m,168.91867459684116,214.6677263435612
frames,1857,1876
