metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.029416680595019222,0.0,0.0
average_velocity_mps,13.329119608083959,12.983981370076489,12.866651632638943
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1594.7171336602678,1552.8476961958884,1540.0889944214068
frames,11966,11964,11965
