metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.030254910154617634,0.0,0.0
average_velocity_mps,13.401737016547962,12.95990281265638,12.892647987914405
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1602.8039119705206,1549.236574491079,1542.6435139446191
frames,11965,11960,11965
