metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.03116904821592713,0.030672795653990805,0.04596356342971753
average_velocity_mps,14.171436663622783,13.204795472372883,13.097051735552292
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1695.3640196986555,1579.7978184909716,1567.0027513434393
frames,11967,11965,11966
