metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.00267379679144385
average_velocity_mps,14.639730861603846,14.2758104086261,16.276790845049156
ud_per_km,0.0,0.0,1.026600192884745
lcc_per_km,0.0,0.0,0.0
distance_m,1751.4180916965247,1708.5719852878115,1948.1780871090652
frames,11968,11969,11968
