metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.27154046997389036
average_velocity_mps,11.959578012337387,11.830002204413733,15.144532160028922
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,90.899185627582,89.92499655057922,115.1358338181878
frames,767,763,766
