metric,eudm,mpdm
unsafe_ratio,0.06938059015297167,0.03902072192513369
average_velocity_mps,13.196724216276705,15.604861110334209
ud_per_km,0.0,1.6060990485966575
lcc_per_km,0.0,1.0707326990644384
distance_m,1578.9509884367644,1867.87981888245
frames,11963,11968
