metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.00710464727515881,0.014202172096908938,0.005931495405179616
average_velocity_mps,14.327112361511064,13.10773665073763,16.93866559297881
ud_per_km,0.0,0.0,0.4931024428373515
lcc_per_km,0.0,0.0,0.0
distance_m,1713.798696430099,1569.3343307411799,2027.9761630178077
frames,11964,11970,11970
