metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.04320213921617782,0.0325033422459893,0.03719491808759612
average_velocity_mps,14.205799140657545,13.218421919205133,13.104124485664418
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1699.461192240394,1582.040348341105,1567.2221419640348
frames,11967,11968,11964
