metric,eudm,mpdm
unsafe_ratio,0.1041631834141448,0.042718608928272866
average_velocity_mps,12.502546165249067,15.909634360849317
ud_per_km,0.0,1.5766565478043115
lcc_per_km,2.005964453642066,1.5766565478043115
distance_m,1495.5399606175195,1902.7606260715877
frames,11962,11962
