metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.034099456748850815,0.6882574174676138,0.3205717629357185
average_velocity_mps,14.250358328415587,13.212923616372132,13.079646615471477
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1704.9141479506632,1581.4100119782388,1564.2775754391785
frames,11965,11965,11963
