metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.021737312933701194,0.7138798362162614,0.0
average_velocity_mps,13.567346044588156,13.186906605648424,12.862771054862048
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1622.9478216773193,1578.3334310056644,1538.323811854672
frames,11961,11967,11961
