metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.0030077700726877767
average_velocity_mps,14.769679934098617,14.766663585824201,16.272456403645638
ud_per_km,0.0,0.0,1.026984525332396
lcc_per_km,0.0,0.0,0.0
distance_m,1766.141070604691,1767.1344192605015,1947.44901278106
frames,11962,11968,11969
