metric,eudm,mpdm
unsafe_ratio,0.0,0.09043387349712494
average_velocity_mps,1.4648475825138476,4.086906625886014
ud_per_km,0.0,12.776856641428466
lcc_per_km,0.0,127.76856641428465
distance_m,27.780210151545855,78.26651171443362
frames,1898,1913
