Method,"Safety (unsafe ratio, ↓)","Efficiency (Ave. Vel m/s, ↑)","Comfort UD (/km, ↓)","Comfort LCC (/km, ↓)"
EUDM,0.099219 +- 0.000166,12.908948 +- 0.220794,0.000000 +- 0.000000,7.125091 +- 6.059626
MPDM,0.055699 +- 0.000198,15.547761 +- 0.027027,1.020085 +- 0.194853,1.507270 +- 0.107467
