metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0079371710251483,0.006767482663547497,0.006014535126555844
average_velocity_mps,13.113029415357195,13.736653445876357,16.541636155789867
ud_per_km,0.0,0.0,0.5049360307333989
lcc_per_km,0.0,0.0,0.0
distance_m,1569.190094354532,1643.9464348464094,1980.4488868570954
frames,11969,11969,11971
