metric,eudm,mpdm
unsafe_ratio,0.0,0.19196428571428573
average_velocity_mps,7.524862427566287,14.220004106717981
ud_per_km,0.0,0.0
lcc_per_km,0.0,0.0
distance_m,50.86453757501895,94.5950259316509
frames,674,672
