metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.043725441016637404,0.7295355830270631,0.2733957219251337
average_velocity_mps,13.727027117512913,12.429006414500456,12.234765896984637
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.6089232167942644,0.0,0.0
distance_m,1642.2431801247412,1487.6086372718732,1464.5191724041103
frames,11961,11972,11968
