metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.08004679144385027,0.0,0.02707898035938153
average_velocity_mps,13.96740423660164,13.032002824816805,16.518360869954897
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,1671.5580396360322,1558.9240032121802,1976.303114560757
frames,11968,11966,11965
