metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.0
average_velocity_mps,8.63723570571814,12.337809603410921,11.026433045264875
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,65.95424277452611,93.77383913041837,83.8174898982981
frames,764,763,762
