metric,eudm_ai,eudm_base,mpdm
unsafe_ratio,0.0,0.0,0.0
average_velocity_mps,9.026096178500751,8.93560252354651,14.01881410208357
ud_per_km,0.0,0.0,0.0
lcc_per_km,0.0,0.0,0.0
distance_m,68.93859898065273,68.21580880941008,106.5397338549882
frames,765,765,761
